UniProt,Gene Name,Confidence,Expected Sensitivity,Expected Specificity
Q13459,MYO9B,0.188443666,0.491337367,0.624655011
Q13478,IL18R1,0.046254409,0.603511166,0.805210451
Q13480,GAB1,0.169735209,0.095275986,0.876247092
Q13488,TCIRG1,0.483040554,0.371691878,0.487187335
Q13555,CAMK2G,0.438033081,0.513717743,0.010052399
Q13563,PKD2,0.966742866,0.213207629,0.822670566
Q13564,NAE1,0.282611465,0.134225294,0.04056323
Q13572,ITPK1,0.630082229,0.475659948,0.850107364
Q13586,STIM1,0.937422061,0.395443321,0.467059989
Q13595,TRA2A,0.035205169,0.73038231,0.653066094
Q13610,PWP1,0.465582093,0.895764386,0.790975233
Q13627,DYRK1A,0.111886648,0.40896212,0.949637777
Q13630,TSTA3,0.944285173,0.467803982,0.185266056
Q13637,RAB32,0.719686491,0.192115479,0.222504052
Q13643,FHL3,0.587177867,0.68267816,0.988185956
Q13671,RIN1,0.116262545,0.544190939,0.010626355
Q13895,BYSL,0.648254472,0.143740213,0.081378039
Q13901,C1D,0.405923501,0.115854432,0.508783541
Q13950,RUNX2,0.927963046,0.652390586,0.873236807
Q14004,CDK13,0.928292568,0.442503102,0.963247765
Q14008,CKAP5,0.153341402,0.547619442,0.536296387
Q14011,CIRBP,0.740180436,0.96795555,0.733036563
Q14088,RAB33A,0.778098639,0.760487749,0.507016427
Q14106,TOB2,0.855265398,0.351093243,0.417851653
Q14108,SCARB2,0.69812749,0.861389769,0.551194966
Q14134,TRIM29,0.165613019,0.191893472,0.962069398
Q14139,UBE4A,0.143609891,0.344213677,0.049612092
Q14147,DHX34,0.858215596,0.242222889,0.415708272
Q14151,SAFB2,0.82280521,0.550551921,0.875030762
Q14157,UBAP2L,0.249747055,0.402872381,0.179954329
Q14165,MLEC,0.424514917,0.097411174,0.448071104
Q14181,POLA2,0.303522115,0.897945596,0.328177065
Q14186,TFDP1,0.183940838,0.419604286,0.567147683
Q14195,DPYSL3,0.897510433,0.022792647,0.626796663
Q14202,ZMYM3,0.602639438,0.390470568,0.744825606
Q14210,LY6D,0.356466512,0.007887233,0.436735663
Q14241,TCEB3,0.076881669,0.570598207,0.472777549
Q14244,MAP7,0.011610887,0.082342783,0.911142455
Q14254,FLOT2,0.078687837,0.848073665,0.218775263
Q14331,FRG1,0.671049847,0.522386434,0.586941874
Q14332,FZD2,0.62419194,0.819162745,0.4191434
Q14376,GALE,0.002974057,0.921846664,0.228095477
Q14393,GAS6,0.17328524,0.690421122,0.339265867
Q14439,GPR176,0.402119606,0.49543707,0.349692115
Q14493,SLBP,0.903016039,0.305754807,0.500524956
Q14511,NEDD9,0.850066656,0.283252536,0.353687128
Q14512,FGFBP1,0.116816576,0.394837724,0.394135826
Q14517,FAT1,0.522882608,0.526282333,0.370025767
Q14533,KRT81,0.018056603,0.430366192,0.137055278
Q14542,SLC29A2,0.804113889,0.592593956,0.295938304
Q14558,PRPSAP1,0.21726583,0.676340921,0.262636601
Q14562,DHX8,0.871959383,0.087291584,0.804732814
Q14568,HSP90AA2P,0.800289687,0.598884105,0.018298307
Q14651,PLS1,0.263332682,0.840079886,0.164043911
Q14669,TRIP12,0.753743303,0.446723326,0.762193963
Q14681,KCTD2,0.165118837,0.964122364,0.273012504
Q14694,USP10,0.859894096,0.80044096,0.799203139
Q14699,RFTN1,0.105672952,0.242132021,0.717166457
Q14703,MBTPS1,0.250408797,0.847662191,0.87257169
Q14728,MFSD10,0.856456551,0.889471441,0.874475101
Q14746,COG2,0.103263089,0.316860463,0.903018241
Q147U7,SMCO1,0.019241234,0.29933183,0.072862628
Q14847,LASP1,0.121994263,0.41695008,0.926379042
Q14997,PSME4,0.656471042,0.373731529,0.894773361
Q14CN4,KRT72,0.034882294,0.411289807,0.278509192
Q14D33,RTP5,0.701105767,0.429977995,0.999691948
Q15004,KIAA0101,0.940513025,0.061752978,0.659131781
Q15006,EMC2,0.228172265,0.827123288,0.674227579
Q15012,LAPTM4A,0.303807836,0.960686207,0.160003193
Q15014,MORF4L2,0.282287579,0.81912069,0.918415088
Q15018,FAM175B,0.460990595,0.788420269,0.766548744
Q15029,EFTUD2,0.949087033,0.74176254,0.285722318
Q15036,SNX17,0.974884339,0.67933775,0.152236342
Q15042,RAB3GAP1,0.365212751,0.676625812,0.73856483
Q15050,RRS1,0.371113659,0.3758584,0.067963921
Q15058,KIF14,0.268072856,0.302343763,0.082331582
Q15070,OXA1L,0.938527421,0.654450949,0.843713895
Q15113,PCOLCE,0.905780239,0.641099566,0.731691576
Q15119,PDK2,0.859722368,0.763782877,0.400145365
Q15181,PPA1,0.637770922,0.763975322,0.467385044
Q15208,STK38,0.957052959,0.342640467,0.961672284
Q15262,PTPRK,0.727365958,0.036558075,0.462325828
Q15329,E2F5,0.430004503,0.719877125,0.783222903
Q15334,LLGL1,0.985164102,0.893201316,0.572894081
Q15349,RPS6KA2,0.303219334,0.126957399,0.262515427
Q15361,TTF1,0.995572725,0.2521827,0.148234639
Q15398,DLGAP5,0.308183802,0.689368997,0.422687048
Q15404,RSU1,0.566548359,0.705210764,0.645802289
Q15415,RBMY1F,0.298422286,0.239141499,0.637378171
Q15417,CNN3,0.772928298,0.177990212,0.400645273
Q15434,RBMS2,0.917863644,0.451423049,0.173451742
Q15435,PPP1R7,0.358967244,0.383252219,0.120717337
Q15561,TEAD4,0.060365976,0.396320322,0.517469253
Q15562,TEAD2,0.933320431,0.214841742,0.912638459
Q15582,TGFBI,0.226427734,0.628738335,0.156052708
Q15599,SLC9A3R2,0.511715077,0.463729662,0.666792
Q15648,MED1,0.603864916,0.212251191,0.383634971
Q15661,TPSAB1,0.472681437,0.675106471,0.137385975
Q15678,PTPN14,0.353091845,0.880767185,0.223104914
Q15746,MYLK,0.815812708,0.813664219,0.426389391
Q15768,EFNB3,0.143377971,0.208815427,0.82557249
Q15811,ITSN1,0.689965571,0.577467458,0.05769307
Q15819,UBE2V2,0.481813299,0.641391255,0.756843741
Q15831,STK11,0.940387493,0.876923561,0.594438957
Q15853,USF2,0.41717981,0.843081993,0.070486744
Q15858,SCN9A,0.256251868,0.085601076,0.156610124
Q15906,VPS72,0.936428246,0.577939703,0.684055046
Q15910,EZH2,0.24162024,0.747688482,0.278708377
Q16222,UAP1,0.653230719,0.354495909,0.888922602
Q16342,PDCD2,0.304184657,0.588535486,0.762476163
Q16352,INA,0.166215148,0.097298969,0.258319941
Q16512,PKN1,0.086014499,0.586955521,0.400583519
Q16527,CSRP2,0.62477092,0.778048368,0.013925667
Q16533,SNAPC1,0.549678446,0.717020195,0.733385265
Q16540,MRPL23,0.62970392,0.200198571,0.567828726
Q16563,SYPL1,0.578959226,0.516761534,0.013339688
Q16585,SGCB,0.561874595,0.7956303,0.97134226
Q16587,ZNF74,0.891615064,0.658722036,0.876746425
Q16589,CCNG2,0.951425154,0.622669302,0.117836349
Q16635,TAZ,0.390233749,0.325230048,0.140422932
Q16643,DBN1,0.557157239,0.081078242,0.409489675
Q16739,UGCG,0.507557408,0.23334007,0.319137389
Q16825,PTPN21,0.440968175,0.302961457,0.162967663
Q16832,DDR2,0.28123275,0.947583683,0.411766915
Q16836,HADH,0.089552619,0.476977797,0.549945826
Q16875,PFKFB3,0.83295994,0.426772566,0.99749764
Q17RD7,SYT16,0.257748782,0.507548687,0.457133728
Q1ED39,KNOP1,0.115359498,0.28909092,0.978103906
Q1KMD3,HNRNPUL2,0.1466703,0.68072031,0.7982045
Q1MSJ5,CSPP1,0.882811192,0.19899402,0.205507477
Q2M2I5,KRT24,0.452915201,0.658267093,0.980797316
Q2M2I8,AAK1,0.934110811,0.907557462,0.134867992
Q2M3G4,SHROOM1,0.473548504,0.285104337,0.862700972
Q2NKX8,ERCC6L,0.455736092,0.495322924,0.714188293
Q2NL82,TSR1,0.543265157,0.128202914,0.450404512
Q2QGD7,ZXDC,0.572711972,0.253709767,0.704009026
Q2TAA8,TSNAXIP1,0.625504126,0.50049123,0.74813616
Q2TAM9,TUSC1,0.447865682,0.154700751,0.830066242
Q2TB90,HKDC1,0.811328956,0.861395997,0.189722057
Q2TBC4,PRICKLE4,0.802029963,0.496285166,0.998455974
Q2TBE0,CWF19L2,0.370313549,0.275140553,0.036219516
Q2WGJ9,FER1L6,0.343419267,0.811294861,0.803336268
Q2YD98,UVSSA,0.303689253,0.391448906,0.615428649
Q30KQ2,DEFB130,0.759703085,0.493161348,0.625616844
Q32MZ4,LRRFIP1,0.374160554,0.929562527,0.228708755
Q32P28,P3H1,0.406181131,0.903167679,0.668624916
Q3B726,TWISTNB,0.855044508,0.243744556,0.653695826
Q3B820,FAM161A,0.883218059,0.466566894,0.447084946
Q3KQU3,MAP7D1,0.784953482,0.352399282,0.982871891
Q3SXM5,HSDL1,0.360351904,0.6796447,0.484400064
Q3SY69,ALDH1L2,0.391905549,0.619327281,0.246472441
Q3T906,GNPTAB,0.249563911,0.472967005,0.07699477
Q3V6T2,CCDC88A,0.848554958,0.638574318,0.593103147
Q496F6,CD300E,0.751338696,0.719761321,0.736297117
Q4G0G2,H1FX-AS1,0.847407287,0.883208368,0.134135723
Q4G0N4,NADK2,0.865310025,0.366070638,0.86764761
Q4G0N8,SLC9C1,0.66464056,0.589329339,0.15362736
Q4J6C6,PREPL,0.897275905,0.31961857,0.494314163
Q4KMP7,TBC1D10B,0.744363273,0.483167067,0.693622159
Q4KMQ2,ANO6,0.528453261,0.564720795,0.546122565
Q4L180,FILIP1L,0.245884432,0.424899439,0.172194654
Q4LDG9,DNAL1,0.888010929,0.965238926,0.995075228
Q4VXU2,PABPC1L,0.955921158,0.748357584,0.152224379
Q4ZHG4,FNDC1,0.203975729,0.233361334,0.211398909
Q4ZIN3,TMEM259,0.271442076,0.427105799,0.136881539
Q53EP0,FNDC3B,0.804366684,0.657623585,0.083425225
Q53FD0,ZC2HC1C,0.563360321,0.807602092,0.603631978
Q53FP2,TMEM35,0.938877518,0.928956222,0.774597821
Q53GL0,PLEKHO1,0.916397488,0.674022077,0.888133244
Q53GT1,KLHL22,0.655764834,0.597943443,0.274383362
Q53H80,AKIRIN2,0.087787727,0.574203062,0.110826204
Q53H82,LACTB2,0.960025023,0.446516687,0.87120823
Q53LP3,SOWAHC,0.449861764,0.186137841,0.827843448
Q53TN4,CYBRD1,0.311749845,0.225326359,0.150192921
Q567V2,MPV17L2,0.197726924,0.611474244,0.804405103
Q58DX5,NAALADL2,0.676150797,0.065170185,0.192562363
Q5BJE1,CCDC178,0.157206612,0.614182257,0.693403572
Q5BJH7,YIF1B,0.02291647,0.65133825,0.096021398
Q5C9Z4,NOM1,0.967003767,0.670753533,0.554619675
Q5EBL8,PDZD11,0.450239447,0.010562086,0.793905012
Q5H8A4,PIGG,0.341690886,0.040006124,0.246792916
Q5HYI8,RABL3,0.94323897,0.5860245,0.573983843
Q5HYJ3,FAM76B,0.909790177,0.862127573,0.821916735
Q5HYK3,COQ5,0.089157602,0.017311118,0.909587498
Q5JPE7,NOMO2,0.772924806,0.492716153,0.80835676
Q5JPH6,EARS2,0.310418523,0.028789693,0.850061301
Q5JR59,MTUS2,0.580445489,0.784215944,0.888901836
Q5JRA6,MIA3,0.138453223,0.189956093,0.933728428
Q5JSL3,DOCK11,0.367539839,0.503462763,0.926268965
Q5JTH9,RRP12,0.942512017,0.31010252,0.956502984
Q5JTZ9,AARS2,0.679705183,0.371617842,0.153486279
Q5JV73,FRMPD3,0.739813764,0.254581283,0.229347196
Q5JWF2,GNAS,0.24866288,0.374691841,0.425569412
Q5K4L6,SLC27A3,0.422056053,0.916224293,0.024349825
Q5M7Z0,RNFT1,0.959967405,0.342389338,0.776633216
Q5QP82,DCAF10,0.872554191,0.497616823,0.157072404
Q5R3I4,TTC38,0.399295595,0.704719022,0.023916434
Q5RI15,COX20,0.779129509,0.759484853,0.814306436
Q5SQN1,SNAP47,0.696568276,0.453495711,0.460217107
Q5SRE5,NUP188,0.188141645,0.489748161,0.261366805
Q5SWX8,ODR4,0.885581758,0.500454756,0.073133067
Q5SXM2,SNAPC4,0.445862969,0.320591947,0.38062336
Q5SY16,NOL9,0.982079754,0.9393488,0.273087598
Q5T0F9,CC2D1B,0.924626919,0.564697121,0.60761262
Q5T0T0,8-Mar,0.259871353,0.63436239,0.799605749
Q5T160,RARS2,0.926936042,0.228317947,0.816761588
Q5T1M5,FKBP15,0.146646909,0.405329069,0.522342569
Q5T1Q4,SLC35F1,0.030997585,0.579731124,0.224682447
Q5T280,C9orf114,0.41563981,0.871065851,0.748370601
Q5T2S8,ARMC4,0.004795979,0.507694461,0.703034479
Q5T2T1,MPP7,0.075064295,0.36138942,0.261274199
Q5T447,HECTD3,0.734568029,0.110764706,0.936197784
Q5T4B2,CERCAM,0.500243673,0.877349842,0.754241251
Q5T5U3,ARHGAP21,0.056031891,0.213332578,0.931633029
Q5T749,KPRP,0.832742259,0.571208509,0.665768501
Q5T7W7,TSTD2,0.805141484,0.231411869,0.78649664
Q5T9L3,WLS,0.26153552,0.618623464,0.487622642
Q5TA45,CPSF3L,0.439363627,0.796645829,0.74862981
Q5TAP6,UTP14C,0.765639953,0.467122524,0.434805362
Q5TFE4,NT5DC1,0.374731602,0.037832007,0.147213393
Q5TGN6,SASH1,0.559086257,0.346436412,0.174201821
Q5TGY1,TMCO4,0.720191653,0.049696312,0.064767417
Q5TH69,ARFGEF3,0.034098153,0.052144967,0.210718193
Q5UCC4,EMC10,0.499225199,0.619157671,0.25336506
Q5UIP0,RIF1,0.070764032,0.969229415,0.208643428
Q5VSL9,STRIP1,0.676156404,0.535819495,0.790438912
Q5VSY0,GKAP1,0.304146646,0.160119781,0.594637437
Q5VT06,CEP350,0.650219176,0.234648312,0.100609656
Q5VT98,PRAMEF20,0.996100255,0.320577337,0.245460832
Q5VTJ3,KLHDC7A,0.232229221,0.598734873,0.35750612
Q5VTT2,C9orf135,0.125813277,0.931154252,0.05329744
Q5VUJ6,LRCH2,0.111686854,0.390134361,0.015758797
Q5VV42,CDKAL1,0.629173876,0.255783472,0.959551518
Q5VVJ2,MYSM1,0.943985047,0.571502417,0.418237636
Q5VWK5,IL23R,0.630014928,0.235019832,0.916959977
Q5VWQ0,RSBN1,0.999348144,0.941925474,0.627139634
Q5VWQ8,DAB2IP,0.650686723,0.085878934,0.051064882
Q5VWX1,KHDRBS2,0.934007069,0.238948433,0.959563498
Q5W0B1,RNF219,0.064034478,0.716895271,0.456800878
Q5W0U4,BSPRY,0.178889352,0.442381359,0.335003416
Q63HK5,TSHZ3,0.81519149,0.254426924,0.845084911
Q63ZY3,KANK2,0.6506259,0.070476364,0.388075556
Q658P3,STEAP3,0.12917358,0.927663255,0.005175627
Q66K74,MAP1S,0.924296434,0.10454265,0.652357949
Q674X7,KAZN,0.616433165,0.00935363,0.252116507
Q68CQ1,MROH7,0.526020962,0.136368724,0.118749718
Q68CZ2,TNS3,0.054349074,0.10597106,0.994217116
Q68D85,NCR3LG1,0.419310498,0.087708942,0.394603235
Q68D91,MBLAC2,0.138493656,0.342121149,0.529153786
Q68DQ2,CRYBG3,0.223891932,0.238239896,0.132467878
Q69YH5,CDCA2,0.617001267,0.912783451,0.009697995
Q69YU5,C12orf73,0.666067367,0.963420024,0.012004527
Q6AI12,ANKRD40,0.330242866,0.604342029,0.037760367
Q6AWC2,WWC2,0.173442041,0.384358403,0.618132464
Q6EEV4,POLR2M,0.278613475,0.624744776,0.047799785
Q6GYQ0,RALGAPA1,0.162310853,0.839939315,0.408730838
Q6IA17,SIGIRR,0.497280547,0.86227664,0.051379214
Q6IAA8,LAMTOR1,0.289376596,0.465138812,0.726386488
Q6IBJ0,ORC3L,0.420039243,0.506476994,0.010638067
Q6ICL0,Em:AC006547.7,0.230746827,0.716394244,0.523255031
Q6ICM0,Em:AC005003.4,0.0602564,0.509947427,0.766145137
Q6JQN1,ACAD10,0.463665828,0.761141298,0.867372057
Q6KB66,KRT80,0.309518454,0.191630984,0.95217943
Q6N069,NAA16,0.331993149,0.330364035,0.938502061
Q6N097,DKFZp686H20196,0.611764827,0.420656705,0.388874695
Q6NSJ5,LRRC8E,0.130491273,0.233865181,0.047400435
Q6NUK1,SLC25A24,0.819693517,0.907115007,0.842183033
Q6NUM9,RETSAT,0.71946873,0.237140787,0.826914661
Q6NUQ4,TMEM214,0.115305508,0.950594734,0.688771684
Q6NXE6,ARMC6,0.564303708,0.607164802,0.46849455
Q6NXG1,ESRP1,0.331948544,0.472423983,0.319108535
Q6NXQ0,SFRS2,0.513531374,0.28245203,0.253871358
Q6NXR0,IRGC,0.375928598,0.082446519,0.435033257
Q6NZ67,MZT2B,0.249113237,0.899441337,0.422309705
Q6NZI2,PTRF,0.88317394,0.351558643,0.208759749
Q6P0N0,MIS18BP1,0.301387403,0.911149113,0.506129632
Q6P0N6,DST,0.995474926,0.67473019,0.618612202
Q6P0Q8,MAST2,0.090613998,0.318069585,0.552190714
Q6P1A2,LPCAT3,0.111360867,0.440608944,0.235948642
Q6P1K1,SLC48A1,0.801431907,0.968862124,0.141940107
Q6P1R4,DUS1L,0.141033088,0.551011348,0.896363697
Q6P3R8,NEK5,0.036805532,0.506437886,0.435420622
Q6P3W7,SCYL2,0.64549652,0.989385924,0.696367263
Q6P3X3,TTC27,0.052065685,0.447562324,0.932067716
Q6P435,,0.573698904,0.526016822,0.920886625
Q6P587,FAHD1,0.366076897,0.969719851,0.354577914
Q6P5R6,RPL22L1,0.456005753,0.432783639,0.156607949
Q6P5S2,LEG1,0.067511793,0.821836196,0.57316436
Q6P996,PDXDC1,0.831946098,0.64750276,0.234489039
Q6PCB5,RSBN1L,0.73787257,0.179700831,0.1425025
Q6PCB7,SLC27A1,0.246057689,0.432158362,0.603094825
Q6PI77,BHLHB9,0.023723246,0.585960608,0.347814127
Q6PIU2,NCEH1,0.479529421,0.762449969,0.941148813
Q6PIY2,POLM,0.657133796,0.770570706,0.412861442
Q6PJ69,TRIM65,0.634284541,0.355287564,0.647737433
Q6PJG6,BRAT1,0.394180185,0.773425214,0.421454219
Q6PJI1,KIF9,0.800883355,0.63307271,0.900426133
Q6PJR7,IGL@,0.666712399,0.80457743,0.534349047
Q6PML9,SLC30A9,0.586416304,0.924645243,0.044620301
Q6RW13,AGTRAP,0.304517287,0.082512158,0.427960721
Q6UB35,MTHFD1L,0.90221252,0.819087427,0.90792087
Q6UN15,FIP1L1,0.464365342,0.030089734,0.342179275
Q6UVK1,CSPG4,0.846414091,0.695250545,0.617416003
Q6UWJ1,TMCO3,0.287267213,0.968430045,0.841198887
Q6UWP8,SBSN,0.659120735,0.458841929,0.279662821
Q6UX15,LAYN,0.030402883,0.93105503,0.053878992
Q6UX71,PLXDC2,0.114653841,0.330572636,0.338964191
Q6UY11,DLK2,0.869651016,0.922055765,0.371050622
Q6VN20,RANBP10,0.250685373,0.455146607,0.088727545
Q6WCQ1,MPRIP,0.20716449,0.163024133,0.003723268
Q6WKZ4,RAB11FIP1,0.494012314,0.997937234,0.182752951
Q6YHU6,THADA,0.241751393,0.316994794,0.439655743
Q6YN16,HSDL2,0.830499112,0.289307349,0.294227668
Q6YP21,KYAT3,0.490727897,0.708268651,0.991349535
Q6ZMG9,CERS6,0.37990388,0.294309647,0.561934995
Q6ZMV9,KIF6,0.670232888,0.250661824,0.081219167
Q6ZN17,LIN28B,0.236631176,0.374691631,0.098088735
Q6ZN55,ZNF574,0.570427411,0.024220973,0.110664526
Q6ZN66,GBP6,0.000141557,0.797917635,0.339531577
Q6ZRP7,QSOX2,0.398799373,0.008085793,0.504209739
Q6ZRV2,FAM83H,0.712514329,0.407117539,0.320953774
Q6ZSJ8,C1orf122,0.731560934,0.752933575,0.813704518
Q6ZT21,TMPPE,0.891602784,0.020881294,0.084629541
Q6ZUJ4,C3orf62,0.699610821,0.342528825,0.945681891
Q6ZUT9,DENND5B,0.946246232,0.195049569,0.647406202
Q709C8,VPS13C,0.132214072,0.702427171,0.518496742
Q70IA6,MOB2,0.06294814,0.81069655,0.752519785
Q70UQ0,IKBIP,0.796747758,0.916835618,0.732224938
Q71F23,CENPU,0.300284463,0.141619873,0.085284961
Q75N03,CBLL1,0.874067904,0.895051176,0.239710394
Q76M96,CCDC80,0.107983829,0.92501777,0.099266308
Q7KZN9,COX15,0.020825745,0.682872847,0.58873408
Q7L014,DDX46,0.439297213,0.516004144,0.455587589
Q7L099,RUFY3,0.096065027,0.89548002,0.741724844
Q7L0Y3,TRMT10C,0.793916433,0.335199349,0.053186607
Q7L4E1,FAM73B,0.317529191,0.23078797,0.090873433
Q7L4I2,RSRC2,0.562981868,0.990967061,0.230461021
Q7L576,CYFIP1,0.377603306,0.498896527,0.376293555
Q7L5N7,LPCAT2,0.882139086,0.42344831,0.419833742
Q7L5Y9,MAEA,0.46361331,0.979027486,0.85948274
Q7L622,G2E3,0.510969831,0.847629759,0.186621934
Q7L7X3,TAOK1,0.969381728,0.163840997,0.441716039
Q7L8L6,FASTKD5,0.836387883,0.735220999,0.737950692
Q7RTR2,NLRC3,0.808090054,0.448897881,0.67701793
Q7RTS9,DYM,0.759101806,0.857206868,0.523166209
Q7RTV0,PHF5A,0.370914717,0.942447328,0.220246419
Q7RTY1,SLC16A9,0.720522946,0.473879065,0.280563435
Q7Z2W4,ZC3HAV1,0.670677335,0.387227055,0.277766709
Q7Z333,SETX,0.99777796,0.473514104,0.016993543
Q7Z3C6,ATG9A,0.042407821,0.229921464,0.012637118
Q7Z3E5,ARMC9,0.809661505,0.446559046,0.593905341
Q7Z3Q1,SLC46A3,0.654868971,0.983759756,0.864019048
Q7Z3Y8,KRT27,0.600684615,0.765548125,0.001211598
Q7Z417,NUFIP2,0.406401202,0.975818928,0.867298904
Q7Z478,DHX29,0.481176704,0.031659512,0.671315158
Q7Z494,NPHP3,0.753507896,0.675560792,0.389421047
Q7Z4F1,LRP10,0.65627183,0.645024675,0.880809709
Q7Z4N8,P4HA3,0.153271778,0.460778388,0.657038264
Q7Z4Q2,HEATR3,0.320169394,0.972773542,0.773197749
Q7Z4V5,HDGFRP2,0.929608376,0.387324462,0.835411364
Q7Z5K2,WAPL,0.092045779,0.249922998,0.959197187
Q7Z5N4,SDK1,0.079015955,0.848121895,0.272811368
Q7Z695,ADCK2,0.688994679,0.058594326,0.722143505
Q7Z6J9,TSEN54,0.550124409,0.291088971,0.96908606
Q7Z7H8,MRPL10,0.618940851,0.82198129,0.953743673
Q7Z7L1,SLFN11,0.663631493,0.140336682,0.470268687
Q7Z7L7,ZER1,0.000588073,0.304069883,0.653590172
Q7Z7M9,GALNT5,0.027984846,0.477663881,0.035155494
Q7Z7N9,TMEM179B,0.324165859,0.580532402,0.213625922
Q86SG4,HMGN2P46,0.831377086,0.474736298,0.981683969
Q86SZ2,TRAPPC6B,0.925358187,0.126048749,0.365334434
Q86T65,DAAM2,0.015295699,0.323867526,0.612962909
Q86TM6,SYVN1,0.425075881,0.859930133,0.887691832
Q86TN4,TRPT1,0.376383987,0.72426366,0.799505593
Q86TV6,TTC7B,0.277006431,0.880712893,0.96862652
Q86U28,ISCA2,0.914321663,0.746217763,0.290288662
Q86UA1,PRPF39,0.968586168,0.086042214,0.355017364
Q86UA6,RPAIN,0.200077347,0.98255209,0.282816085
Q86UQ4,ABCA13,0.229160279,0.953081416,0.536398973
Q86UR1,NOXA1,0.343159047,0.998552745,0.89450686
Q86UR5,RIMS1,0.19494254,0.592229877,0.24887909
Q86V42,FAM124A,0.216743698,0.491184742,0.606006668
Q86VM9,ZC3H18,0.301694312,0.195949934,0.2500475
Q86VR2,FAM134C,0.049808919,0.438256816,0.409871497
Q86VU5,COMTD1,0.267248209,0.601522377,0.030423869
Q86VY9,TMEM200A,0.47517756,0.030681321,0.08343396
Q86W33,TPRA1,0.53237824,0.070657437,0.937396319
Q86W92,PPFIBP1,0.041378635,0.441617927,0.565366191
Q86WA6,BPHL,0.349909549,0.342628415,0.802547375
Q86WC4,OSTM1,0.868682035,0.92504788,0.366725273
Q86X02,CDR2L,0.423163044,0.798679105,0.053040617
Q86X19,TMEM17,0.451839424,0.90067766,0.347509337
Q86X29,LSR,0.992062527,0.45719952,0.203853698
Q86XI2,NCAPG2,0.921959937,0.178584944,0.803603012
Q86XK2,FBXO11,0.389159262,0.661680795,0.631579754
Q86XP3,DDX42,0.953742887,0.328851718,0.811924498
Q86Y13,DZIP3,0.346479659,0.390582608,0.94593533
Q86Y26,NUTM1,0.266121546,0.781966146,0.493673807
Q86Y46,KRT73,0.008059683,0.774808103,0.953615783
Q86Y56,DNAAF5,0.412055034,0.573790132,0.780914073
Q86YB8,ERO1B,0.793363046,0.447857873,0.226416217
Q86YD7,FAM90A1,0.715380509,0.433116474,0.050206116
Q86YL7,PDPN,0.019334388,0.237119505,0.355398894
Q86YS7,C2CD5,0.154566833,0.856467114,0.45929306
Q86YV9,HPS6,0.643339114,0.857540962,0.721885479
Q8HWS3,RFX6,0.954191579,0.582563116,0.942969716
Q8IUC0,KRTAP13-1,0.422833315,0.882836323,0.280904037
Q8IUC6,TICAM1,0.644967333,0.160165395,0.659038263
Q8IUD2,ERC1,0.543655134,0.806013313,0.513668357
Q8IUH5,ZDHHC17,0.103172325,0.74256634,0.243690619
Q8IUR0,TRAPPC5,0.25577277,0.924089151,0.190911291
Q8IUR7,ARMC8,0.261941564,0.401979001,0.793616492
Q8IV08,PLD3,0.536361204,0.75012965,0.284244346
Q8IV54,TSC22D4,0.316668129,0.819328052,0.435943829
Q8IV63,VRK3,0.791912748,0.663857281,0.721118719
Q8IVF2,AHNAK2,0.725613543,0.935999972,0.960890104
Q8IVS2,MCAT,0.416370349,0.623024322,0.33091849
Q8IVS8,GLYCTK,0.671688298,0.492504297,0.37594855
Q8IVV7,GID4,0.539373584,0.18992035,0.376368432
Q8IW93,ARHGEF19,0.747029673,0.793493962,0.054255274
Q8IWA4,MFN1,0.736016934,0.220583474,0.493424513
Q8IWA5,SLC44A2,0.819711381,0.94695442,0.247989067
Q8IWB9,TEX2,0.311909314,0.996524976,0.742992113
Q8IWI9,MGA,0.881810355,0.19361232,0.921536664
Q8IWS0,PHF6,0.776982115,0.37565618,0.845714941
Q8IWT6,LRRC8A,0.352871442,0.629573989,0.703118751
Q8IWX8,CHERP,0.934479293,0.888262683,0.371388064
Q8IX01,SUGP2,0.816572779,0.577574565,0.070272179
Q8IX15,HOMEZ,0.040658519,0.666204369,0.000101537
Q8IXB1,DNAJC10,0.335770871,0.182228282,0.627791861
Q8IXI1,RHOT2,0.895628211,0.320081277,0.674369386
Q8IXI2,RHOT1,0.747358249,0.599221795,0.529606044
Q8IXQ6,PARP9,0.909768308,0.15439527,0.934933593
Q8IXT5,RBM12B,0.223331549,0.490719315,0.767566991
Q8IXW5,RPAP2,0.382850347,0.216776131,0.747267095
Q8IY17,PNPLA6,0.982955415,0.721755199,0.478928892
Q8IY18,SMC5,0.205599203,0.014902348,0.356406407
Q8IY26,PLPP6,0.735198457,0.055355276,0.298493805
Q8IY37,DHX37,0.393734711,0.722520076,0.846542493
Q8IY57,YAF2,0.955784438,0.69488359,0.131678934
Q8IY82,DRC7,0.621849346,0.405132274,0.330180333
Q8IYA8,CCDC36,0.509775135,0.588425271,0.140525202
Q8IYB3,SRRM1,0.928389261,0.558499423,0.53067244
Q8IYD1,GSPT2,0.445396136,0.87932346,0.911585583
Q8IYI6,EXOC8,0.459438041,0.479679373,0.833659303
Q8IYJ3,SYTL1,0.026588138,0.913339361,0.43942673
Q8IYX8,CEP57L1,0.412794546,0.836133218,0.875797051
Q8IZ21,PHACTR4,0.497158073,0.218981237,0.339910387
Q8IZ81,ELMOD2,0.722261641,0.125418756,0.832555198
Q8IZ96,CMTM1,0.813380789,0.697445178,0.214215652
Q8IZC6,COL27A1,0.657004325,0.942210979,0.93330795
