,UniProt ID,Gene Name ,Confidence ,Expected Sensitivity,Expected Specificity,Confidence
4673,Q6ZUJ4,C3orf62,0.880581461,0.901007403,0.733951518,0.236842105263
4674,Q6ZUT9,DENND5B,0.235121635,0.732045721,0.174861226,0.236842105263
4675,Q709C8,VPS13C,0.244864622,0.615783068,0.105141051,0.236842105263
4676,Q70IA6,MOB2,0.640917035,0.755188044,0.314112668,0.236842105263
4677,Q70UQ0,IKBIP,0.304524481,0.284467186,0.348765661,0.236842105263
4678,Q71F23,CENPU,0.825620812,0.206249115,0.39896227,0.236842105263
4679,Q75N03,CBLL1,0.883688711,0.652186213,0.283917455,0.236842105263
4680,Q76M96,CCDC80,0.945372958,0.928119938,0.313911912,0.236842105263
4681,Q7KZN9,COX15,0.390795338,0.804573515,0.718279796,0.236842105263
4682,Q7L014,DDX46,0.801320065,0.350436063,0.944646729,0.236842105263
4683,Q7L099,RUFY3,0.157113288,0.270188406,0.087788773,0.236842105263
4684,Q7L0Y3,TRMT10C,0.625165397,0.744617713,0.2795344,0.236842105263
4685,Q7L4E1,MIGA2,0.698985353,0.72299211,0.59615918,0.236842105263
4686,Q7L4I2,RSRC2,0.085868933,0.856720356,0.828434587,0.236842105263
4687,Q7L576,CYFIP1,0.531179573,0.918819324,0.782152538,0.236842105263
4688,Q7L5N7,LPCAT2,0.888566522,0.269008369,0.55723873,0.236842105263
4689,Q7L5Y9,MAEA,0.263666008,0.688151779,0.03627639,0.236842105263
4690,Q7L622,G2E3,0.234785525,0.617997052,0.669371774,0.236842105263
4691,Q7L7X3,TAOK1,0.839657228,0.071553473,0.848988498,0.236842105263
4692,Q7L8L6,FASTKD5,0.49554003,0.188398235,0.065464572,0.236842105263
4693,Q7RTR2,NLRC3,0.152366366,0.335569469,0.360765631,0.236842105263
4694,Q7RTS9,DYM,0.230768156,0.311045821,0.258051249,0.236842105263
4695,Q7RTV0,PHF5A,0.657953957,0.420204018,0.432596537,0.236842105263
4696,Q7RTY1,SLC16A9,0.562948381,0.087738799,0.306070908,0.236842105263
4697,Q7Z2W4,ZC3HAV1,0.291828738,0.559868483,0.966588597,0.236842105263
4698,Q7Z333,SETX,0.622304985,0.66762525,0.129932952,0.236842105263
4699,Q7Z3C6,ATG9A,0.715905408,0.115301714,0.217436158,0.236842105263
4700,Q7Z3E5,ARMC9,0.280731034,0.315660389,0.893393782,0.236842105263
4701,Q7Z3Q1,SLC46A3,0.412273159,0.980796342,0.621706102,0.236842105263
4702,Q7Z3Y8,KRT27,0.362205713,0.885869538,0.398162377,0.236842105263
4703,Q7Z417,NUFIP2,0.781392022,0.022758329,0.356089379,0.236842105263
4704,Q7Z478,DHX29,0.135487151,0.863285505,0.646573092,0.236842105263
4705,Q7Z494,NPHP3,0.902069515,0.244993621,0.733091226,0.236842105263
4706,Q7Z4F1,LRP10,0.289636086,0.433601729,0.731701095,0.236842105263
4707,Q7Z4N8,P4HA3,0.499557926,0.135376202,0.958175538,0.236842105263
4708,Q7Z4Q2,HEATR3,0.783590388,0.215599998,0.045954453,0.236842105263
4709,Q7Z4V5,HDGFL2,0.677062063,0.774728915,0.424361172,0.236842105263
4710,Q7Z5K2,WAPL,0.14981173,0.087186261,0.009017458,0.236842105263
4711,Q7Z5N4,SDK1,0.69661948,0.400377825,0.703805187,0.236842105263
4712,Q7Z695,ADCK2,0.129013043,0.590110968,0.780892367,0.236842105263
4713,Q7Z6J9,TSEN54,0.945946287,0.196523569,0.564840235,0.236842105263
4714,Q7Z7H8,MRPL10,0.886411849,0.696812464,0.023295236,0.236842105263
4715,Q7Z7L1,SLFN11,0.515004613,0.592969315,0.007563917,0.236842105263
4716,Q7Z7L7,ZER1,0.679408746,0.464189976,0.988968832,0.236842105263
4717,Q7Z7M9,GALNT5,0.976793358,0.241154948,0.201647153,0.236842105263
4718,Q7Z7N9,TMEM179B,0.125460357,0.412770455,0.823338229,0.236842105263
4719,Q86SG4,HMGN2P46,0.752243051,0.770494471,0.360950269,0.236842105263
4720,Q86SZ2,TRAPPC6B,0.827051909,0.035338892,0.461252981,0.236842105263
4721,Q86T65,DAAM2,0.781430327,0.607550299,0.110045046,0.236842105263
4722,Q86TM6,SYVN1,0.190882667,0.079473649,0.781261654,0.236842105263
4723,Q86TN4,TRPT1,0.428641341,0.415376455,0.453443561,0.236842105263
4724,Q86TV6,TTC7B,0.014456747,0.985477576,0.297102451,0.236842105263
4725,Q86U28,ISCA2,0.325285489,0.842648435,0.358400377,0.236842105263
4726,Q86UA1,PRPF39,0.134702029,0.052402602,0.482436039,0.236842105263
4727,Q86UA6,RPAIN,0.450517462,0.727517911,0.431224817,0.236842105263
4728,Q86UQ4,ABCA13,0.57227493,0.11495803,0.698822552,0.236842105263
4729,Q86UR1,NOXA1,0.792023282,0.485380962,0.675066488,0.236842105263
4730,Q86UR5,RIMS1,0.41973661,0.868594368,0.006870992,0.236842105263
4731,Q86V42,FAM124A,0.532536544,0.016703879,0.078989723,0.236842105263
4732,Q86VM9,ZC3H18,0.925704392,0.818908378,0.46062662,0.236842105263
4733,Q86VR2,RETREG3,0.899081838,0.783873672,0.777536281,0.236842105263
4734,Q86VU5,COMTD1,0.544833398,0.193707733,0.816763969,0.236842105263
4735,Q86VY9,TMEM200A,0.90112395,0.912844291,0.631388044,0.236842105263
4736,Q86W33,TPRA1,0.051826709,0.683689942,0.36487611,0.236842105263
4737,Q86W92,PPFIBP1,0.808602519,0.888393509,0.887498138,0.236842105263
4738,Q86WA6,BPHL,0.334904579,0.712869704,0.250926827,0.236842105263
4739,Q86WC4,OSTM1,0.228683117,0.484892022,0.066119034,0.236842105263
4740,Q86X02,CDR2L,0.822401808,0.833218043,0.727151179,0.236842105263
4741,Q86X19,TMEM17,0.348234579,0.090746421,0.766797532,0.236842105263
4742,Q86X29,LSR,0.165470595,0.025491757,0.898325706,0.236842105263
4743,Q86XI2,NCAPG2,0.028133568,0.335727871,0.766825439,0.236842105263
4744,Q86XK2,FBXO11,0.955369765,0.486922626,0.946883449,0.236842105263
4745,Q86XP3,DDX42,0.680290712,0.225362827,0.535733229,0.236842105263
4746,Q86Y13,DZIP3,0.860562115,0.554708799,0.959780779,0.236842105263
4747,Q86Y26,NUTM1,0.939093515,0.681148393,0.978188332,0.236842105263
4748,Q86Y46,KRT73,0.680193964,0.834943208,0.522100194,0.236842105263
4749,Q86Y56,DNAAF5,0.917423748,0.895872813,0.845360095,0.236842105263
4750,Q86YB8,ERO1B,0.256691671,0.437597918,0.898026507,0.236842105263
4751,Q86YD7,FAM90A1,0.885618134,0.399655289,0.931228724,0.236842105263
4752,Q86YL7,PDPN,0.92004279,0.440119954,0.457639631,0.236842105263
4753,Q86YS7,C2CD5,0.30006344,0.309626358,0.759161568,0.236842105263
4754,Q86YV9,HPS6,0.073390947,0.446953372,0.938795852,0.236842105263
4755,Q8HWS3,RFX6,0.767398735,0.964390123,0.810700711,0.236842105263
4756,Q8IUC0,KRTAP13-1,0.084952216,0.462348232,0.930391955,0.236842105263
4757,Q8IUC6,TICAM1,0.72876408,0.495992012,0.446957299,0.236842105263
4758,Q8IUD2,ERC1,0.447889644,0.021539893,0.833886066,0.236842105263
4759,Q8IUH5,ZDHHC17,0.651248663,0.192285131,0.987781124,0.236842105263
4760,Q8IUR0,TRAPPC5,0.169501871,0.898134261,0.369639431,0.236842105263
4761,Q8IUR7,ARMC8,0.531449241,0.389292223,0.170766985,0.236842105263
4762,Q8IV08,PLD3,0.633800858,0.102046154,0.823165411,0.236842105263
4763,Q8IV54,TSC22D4,0.014096004,0.349698582,0.587057272,0.236842105263
4764,Q8IV63,VRK3,0.470371335,0.178546091,0.961611629,0.236842105263
4765,Q8IVF2,AHNAK2,0.886325971,0.249091062,0.48912932,0.236842105263
4766,Q8IVS2,MCAT,0.114028436,0.64098445,0.253522781,0.236842105263
4767,Q8IVS8,GLYCTK,0.442541152,0.97575416,0.678224127,0.236842105263
4768,Q8IVV7,GID4,0.659547888,0.920663852,0.914491782,0.236842105263
4769,Q8IW93,ARHGEF19,0.29477297,0.053806929,0.61707479,0.236842105263
4770,Q8IWA4,MFN1,0.950368402,0.903084679,0.322498739,0.236842105263
4771,Q8IWA5,SLC44A2,0.694286248,0.189999379,0.49051193,0.236842105263
4772,Q8IWB9,TEX2,0.206806527,0.992615198,0.407455342,0.236842105263
4773,Q8IWI9,MGA,0.554762326,0.326499596,0.083939624,0.236842105263
4774,Q8IWS0,PHF6,0.879278485,0.227543496,0.591959524,0.236842105263
4775,Q8IWT6,LRRC8A,0.557857691,0.943710729,0.879015479,0.236842105263
4776,Q8IWX8,CHERP,0.75233406,0.810846874,0.553307861,0.236842105263
4777,Q8IX01,SUGP2,0.894900792,0.92444416,0.299471069,0.236842105263
4778,Q8IX15,HOMEZ,0.841844173,0.718502,0.897008316,0.236842105263
4779,Q8IXB1,DNAJC10,0.130856683,0.879256561,0.794306306,0.236842105263
4780,Q8IXI1,RHOT2,0.189153934,0.865061767,0.775812455,0.236842105263
4781,Q8IXI2,RHOT1,0.153639831,0.357425088,0.598968296,0.236842105263
4782,Q8IXQ6,PARP9,0.028902066,0.136276468,0.557221023,0.236842105263
4783,Q8IXT5,RBM12B,0.009084898,0.805780409,0.299707632,0.236842105263
4784,Q8IXW5,RPAP2,0.596451742,0.681124847,0.547657254,0.236842105263
4785,Q8IY17,PNPLA6,0.609049324,0.431387116,0.991829829,0.236842105263
4786,Q8IY18,SMC5,0.918923432,0.947115419,0.48341297,0.236842105263
4787,Q8IY26,PLPP6,0.733574443,0.951172737,0.684773696,0.236842105263
4788,Q8IY37,DHX37,0.301146952,0.032080607,0.480016831,0.236842105263
4789,Q8IY57,YAF2,0.495574479,0.27616676,0.746520775,0.236842105263
4790,Q8IY82,DRC7,0.258163023,0.067753013,0.21142243,0.236842105263
4791,Q8IYA8,CCDC36,0.732854364,0.826949302,0.248486726,0.236842105263
4792,Q8IYB3,SRRM1,0.116760751,0.396323445,0.09783908,0.236842105263
4793,Q8IYD1,GSPT2,0.746041563,0.581176712,0.708670435,0.236842105263
4794,Q8IYI6,EXOC8,0.809789107,0.34353378,0.855745919,0.236842105263
4795,Q8IYJ3,SYTL1,0.745233681,0.971209744,0.78903425,0.236842105263
4796,Q8IYX8,CEP57L1,0.337143314,0.603405806,0.74284255,0.236842105263
4797,Q8IZ21,PHACTR4,0.58432498,0.66764115,0.104522115,0.236842105263
4798,Q8IZ81,ELMOD2,0.468952105,0.863325161,0.520874909,0.236842105263
4799,Q8IZ96,CMTM1,0.087265034,0.420087048,0.846632465,0.236842105263
4800,Q8IZC6,COL27A1,0.828717426,0.073411002,0.843613151,0.236842105263
4801,Q8IZD9,DOCK3,0.685944708,0.871397058,0.377747298,0.236842105263
4802,Q8IZL8,PELP1,0.267325055,0.694654244,0.272095361,0.236842105263
4803,Q8IZT6,ASPM,0.969483565,0.841424689,0.125303924,0.236842105263
4804,Q8N271,PROM2,0.183774203,0.676245835,0.691352539,0.236842105263
4805,Q8N2A0,LINC00269,0.299940923,0.701401709,0.555131164,0.236842105263
4806,Q8N2W9,PIAS4,0.411184891,0.895417217,0.008474232,0.236842105263
4807,Q8N2X6,EXOC3-AS1,0.236489187,0.58741393,0.416031807,0.236842105263
4808,Q8N335,GPD1L,0.195055323,0.325195363,0.439118205,0.236842105263
4809,Q8N357,SLC35F6,0.70537928,0.994850646,0.784360645,0.236842105263
4810,Q8N3J9,ZNF664,0.180548254,0.207538427,0.829997491,0.236842105263
4811,Q8N3X1,FNBP4,0.522332918,0.286252616,0.589606438,0.236842105263
4812,Q8N3Y7,SDR16C5,0.296171823,0.833108339,0.142074038,0.236842105263
4813,Q8N3Z0,PRSS35,0.462781888,0.770247747,0.593313384,0.236842105263
4814,Q8N474,SFRP1,0.925232417,0.200579108,0.726192799,0.236842105263
4815,Q8N488,RYBP,0.215889142,0.764766297,0.428380358,0.236842105263
4816,Q8N4C6,NIN,0.001008879,0.615923393,0.210792056,0.236842105263
4817,Q8N4L2,PIP4P2,0.906606243,0.964267416,0.265384268,0.236842105263
4818,Q8N4L4,SPEM1,0.680041946,0.503691259,0.993183755,0.236842105263
4819,Q8N4Y2,CRACR2B,0.514951805,0.478701823,0.48075637,0.236842105263
4820,Q8N543,OGFOD1,0.522068881,0.585696854,0.827750132,0.236842105263
4821,Q8N567,ZCCHC9,0.102918579,0.979591726,0.603238266,0.236842105263
4822,Q8N5P1,ZC3H8,0.996880488,0.349099089,0.817841681,0.236842105263
4823,Q8N5Q1,FAM71E2,0.358968819,0.261002757,0.955547171,0.236842105263
4824,Q8N5T2,TBC1D19,0.625242599,0.589942415,0.650378193,0.236842105263
4825,Q8N5Z5,KCTD17,0.393366521,0.745384844,0.627647346,0.236842105263
4826,Q8N668,COMMD1,0.007662446,0.081983904,0.646563331,0.236842105263
4827,Q8N697,SLC15A4,0.545284934,0.374955839,0.062133129,0.236842105263
4828,Q8N6L0,CCDC155,0.509110374,0.087008444,0.938196646,0.236842105263
4829,Q8N6M3,FITM2,0.24677892,0.318151405,0.898716438,0.236842105263
4830,Q8N6N3,C1orf52,0.045395275,0.453229946,0.694859163,0.236842105263
4831,Q8N6N6,NATD1,0.841729745,0.161080905,0.310406171,0.236842105263
4832,Q8N6R0,METTL13,0.048249918,0.059868149,0.343545606,0.236842105263
4833,Q8N6T3,ARFGAP1,0.316320497,0.444865218,0.076229443,0.236842105263
4834,Q8N878,FRMD1,0.78341943,0.285273768,0.519836941,0.236842105263
4835,Q8N8A2,ANKRD44,0.97240006,0.199178223,0.608777321,0.236842105263
4836,Q8N8J7,C4orf32,0.586464081,0.509811896,0.72715996,0.236842105263
4837,Q8N8S7,ENAH,0.778043849,0.019478433,7.39e-05,0.236842105263
4838,Q8N983,MRPL43,0.727697444,0.830102595,0.169766269,0.236842105263
4839,Q8N9I9,DTX3,0.650986797,0.200385563,0.463291024,0.236842105263
4840,Q8N9R8,SCAI,0.66461502,0.426563226,0.361852151,0.236842105263
4841,Q8NA29,MFSD2A,0.938779801,0.733088493,0.952065615,0.236842105263
4842,Q8NA61,SPERT,0.535081266,0.526796773,0.932193359,0.236842105263
4843,Q8NB46,ANKRD52,0.398440118,0.269298511,0.958068661,0.236842105263
4844,Q8NB49,ATP11C,0.670457661,0.767835228,0.20653842,0.236842105263
4845,Q8NBJ9,SIDT2,0.440534472,0.954412474,0.159700734,0.236842105263
4846,Q8NBM4,UBAC2,0.132873945,0.117687371,0.571760567,0.236842105263
4847,Q8NBN3,TMEM87A,0.439203748,0.02488822,0.592919192,0.236842105263
4848,Q8NBP0,TTC13,0.547642742,0.422040115,0.69861075,0.236842105263
4849,Q8NBP7,PCSK9,0.395136376,0.06438396,0.305813464,0.236842105263
4850,Q8NBQ5,HSD17B11,0.398271995,0.125602656,0.393851341,0.236842105263
4851,Q8NBS3,SLC4A11,0.751348651,0.092417754,0.336885826,0.236842105263
4852,Q8NBU5,ATAD1,0.522350346,0.232689273,0.128993041,0.236842105263
4853,Q8NBW4,SLC38A9,0.490433034,0.211193061,0.086936356,0.236842105263
4854,Q8NBZ7,UXS1,0.088678935,0.609810981,0.548943349,0.236842105263
4855,Q8NC42,RNF149,0.250851633,0.394527053,0.317733245,0.236842105263
4856,Q8NC44,RETREG2,0.447559023,0.726698392,0.992747576,0.236842105263
4857,Q8NC54,KCT2,0.637960896,0.961298154,0.723565253,0.236842105263
4858,Q8NC60,NOA1,0.709445292,0.750217204,0.57210139,0.236842105263
4859,Q8NC69,KCTD6,0.992619809,0.078739773,0.717227172,0.236842105263
4860,Q8NCJ5,SPRYD3,0.93219487,0.867953051,0.976559228,0.236842105263
4861,Q8NCL4,GALNT6,0.092229496,0.362770864,0.426990558,0.236842105263
4862,Q8NCP5,ZBTB44,0.953539973,0.797007127,0.913013771,0.236842105263
4863,Q8ND23,CARMIL3,0.162795659,0.786387188,0.897311254,0.236842105263
4864,Q8ND76,CCNY,0.970455087,0.331354748,0.835228567,0.236842105263
4865,Q8NDA8,MROH1,0.597006665,0.949991455,0.047958171,0.236842105263
4866,Q8NDB6,FAM156A,0.240227119,0.828489643,0.359280569,0.236842105263
4867,Q8NDB6,FAM156B,0.070295161,0.629129747,0.295753896,0.236842105263
4868,Q8NDF8,PAPD5,0.300041215,0.295623632,0.629125618,0.236842105263
4869,Q8NDH2,CCDC168,0.813544824,0.617004524,0.136183802,0.236842105263
4870,Q8NDL9,AGBL5,0.076709874,0.988503431,0.374045801,0.236842105263
4871,Q8NDN9,RCBTB1,0.354473095,0.344008892,0.864781698,0.236842105263
4872,Q8NDX5,PHC3,0.132010874,0.239644666,0.250273592,0.236842105263
4873,Q8NEC5,CATSPER1,0.15817963,0.000397106,0.029505579,0.236842105263
4874,Q8NEE8,TTC16,0.062147052,0.909289852,0.999448971,0.236842105263
4875,Q8NEJ0,DUSP18,0.701843479,0.627540457,0.605142675,0.236842105263
4876,Q8NEM0,MCPH1,0.086481697,0.786229298,0.244195122,0.236842105263
4877,Q8NEM2,SHCBP1,0.61678724,0.748716336,0.438195272,0.236842105263
4878,Q8NEV8,EXPH5,0.173771583,0.616897634,0.735093567,0.236842105263
4879,Q8NEY1,NAV1,0.651401065,0.183401581,0.557989092,0.236842105263
4880,Q8NEZ5,FBXO22,0.498696406,0.843593247,0.43833939,0.236842105263
4881,Q8NF05,FLJ00399,0.284510689,0.715992939,0.603541764,0.236842105263
4882,Q8NF17,FLJ00385,0.830559739,0.651801336,0.180998814,0.236842105263
4883,Q8NFJ5,GPRC5A,0.818359882,0.612807072,0.808786139,0.236842105263
4884,Q8NFZ5,TNIP2,0.938169404,0.873786137,0.81905843,0.236842105263
4885,Q8NG31,KNL1,0.000326096,0.792677272,0.487235718,0.236842105263
4886,Q8NGL6,OR4A15,0.640389225,0.724424976,0.755050397,0.236842105263
4887,Q8NHG7,SVIP,0.007355693,0.409154429,0.404372533,0.236842105263
4888,Q8NHY2,RFWD2,0.106421107,0.997653402,0.725676304,0.236842105263
4889,Q8NI08,NCOA7,0.106794413,0.623808504,0.15400858,0.236842105263
4890,Q8NI22,MCFD2,0.367109044,0.353165254,0.509073279,0.236842105263
4891,Q8NI38,NFKBID,0.239607701,0.182723141,0.668035594,0.236842105263
4892,Q8TAA9,VANGL1,0.346140202,0.320904351,0.152575653,0.236842105263
4893,Q8TAK5,GABPB2,0.249619835,0.255606766,0.062696014,0.236842105263
4894,Q8TAP4,LMO3,0.387064314,0.941084747,0.337114883,0.236842105263
4895,Q8TAP6,CEP76,0.42103837,0.892906676,0.44594398,0.236842105263
4896,Q8TAS2,LOC645212,0.640077289,0.988052108,0.757648467,0.236842105263
4897,Q8TAT6,NPLOC4,0.787552973,0.952471975,0.130533579,0.236842105263
4898,Q8TAU3,ZNF417,0.269994424,0.874206918,0.901511836,0.236842105263
4899,Q8TB36,GDAP1,0.843982361,0.162243501,0.22033824,0.236842105263
4900,Q8TB61,SLC35B2,0.74046838,0.146688413,0.378550737,0.236842105263
4901,Q8TB96,ITFG1,0.826101949,0.6498031,0.422755888,0.236842105263
4902,Q8TBB1,LNX1,0.182192247,0.790085941,0.9726862,0.236842105263
4903,Q8TBK6,ZCCHC10,0.065436183,0.072301609,0.177016044,0.236842105263
4904,Q8TBM8,DNAJB14,0.610350262,0.24451944,0.882276511,0.236842105263
4905,Q8TBR4,STAG3L4,0.701552809,0.010707152,0.55125735,0.236842105263
4906,Q8TBX8,PIP4K2C,0.111617713,0.232541409,0.321491908,0.236842105263
4907,Q8TBZ0,CCDC110,0.095823732,0.254854879,0.899845601,0.236842105263
4908,Q8TCE9,LGALS14,0.597833772,0.912187962,0.54211172,0.236842105263
4909,Q8TCP9,FAM200A,0.81223261,0.367546573,0.462889256,0.236842105263
4910,Q8TD20,SLC2A12,0.814578174,0.038034024,0.807974928,0.236842105263
4911,Q8TD26,CHD6,0.089436965,0.650832317,0.360818242,0.236842105263
4912,Q8TD43,TRPM4,0.731278705,0.816366864,0.97100298,0.236842105263
4913,Q8TD57,DNAH3,0.903856576,0.083750408,0.555517324,0.236842105263
4914,Q8TD84,DSCAML1,0.452231787,0.011481047,0.769819703,0.236842105263
4915,Q8TDB4,MGARP,0.070687676,0.365615322,0.680121019,0.236842105263
4916,Q8TDB6,DTX3L,0.241278155,0.412765442,0.205199551,0.236842105263
4917,Q8TDD1,DDX54,0.73186506,0.41602099,0.834622933,0.236842105263
4918,Q8TDF6,RASGRP4,0.040491616,0.463376015,0.86546703,0.236842105263
4919,Q8TDG4,HELQ,0.424522763,0.466006513,0.041520783,0.236842105263
4920,Q8TDI0,CHD5,0.540215087,0.548158532,0.614193025,0.236842105263
4921,Q8TDL5,BPIFB1,0.953827838,0.532690922,0.273280231,0.236842105263
4922,Q8TDY2,RB1CC1,0.208905742,0.507692554,0.746706917,0.236842105263
4923,Q8TEA8,DTD1,0.116332096,0.781091328,0.487871947,0.236842105263
4924,Q8TEB7,RNF128,0.646220068,0.289965148,0.792375494,0.236842105263
4925,Q8TED0,UTP15,0.10841109,0.550501881,0.524462896,0.236842105263
4926,Q8TEQ6,GEMIN5,0.983496924,0.574665331,0.597511525,0.236842105263
4927,Q8TEQ8,PIGO,0.248344038,0.203891508,0.220030197,0.236842105263
4928,Q8TF09,DYNLRB2,0.60635572,0.555236972,0.364019257,0.236842105263
4929,Q8TF32,ZNF431,0.816695273,0.214116024,0.297242031,0.236842105263
4930,Q8TF42,UBASH3B,0.830054213,0.549156722,0.851616919,0.236842105263
4931,Q8TF74,WIPF2,0.489039332,0.06976983,0.973689595,0.236842105263
4932,Q8WTS1,ABHD5,0.760728256,0.860447514,0.623621604,0.236842105263
4933,Q8WTW3,COG1,0.915107935,0.208382707,0.892279193,0.236842105263
4934,Q8WU90,ZC3H15,0.900974956,0.238632096,0.980902708,0.236842105263
4935,Q8WUA2,PPIL4,0.21423751,0.380585215,0.646979105,0.236842105263
4936,Q8WUB2,FAM216A,0.547061106,0.287366392,0.798818508,0.236842105263
4937,Q8WUD4,CCDC12,0.784709481,0.750523129,0.404874444,0.236842105263
4938,Q8WUD6,CHPT1,0.194441094,0.318938971,0.482364431,0.236842105263
4939,Q8WUG5,SLC22A17,0.746889152,0.107369675,0.063892359,0.236842105263
4940,Q8WUJ0,STYX,0.475558224,0.806135868,0.802928531,0.236842105263
4941,Q8WUK0,PTPMT1,0.583258581,0.252058454,0.351070999,0.236842105263
4942,Q8WUM9,SLC20A1,0.260548082,0.503904852,0.84927245,0.236842105263
4943,Q8WUY1,THEM6,0.08482246,0.039850839,0.991807216,0.236842105263
4944,Q8WUY8,NAT14,0.298132851,0.624193754,0.484323954,0.236842105263
4945,Q8WV24,PHLDA1,0.917129359,0.387441608,0.356364595,0.236842105263
4946,Q8WV44,TRIM41,0.470518193,0.30827385,0.054371085,0.236842105263
4947,Q8WV83,SLC35F5,0.269467553,0.332049962,0.91407706,0.236842105263
4948,Q8WVD3,RNF138,0.762970477,0.931593246,0.704968741,0.236842105263
4949,Q8WVL7,ANKRD49,0.772172105,0.46798956,0.438083605,0.236842105263
4950,Q8WVM0,TFB1M,0.021299624,7.1e-05,0.968109025,0.236842105263
4951,Q8WVN8,UBE2Q2,0.879986192,0.725780504,0.723820838,0.236842105263
4952,Q8WVP5,TNFAIP8L1,0.798170184,0.399482919,0.656803308,0.236842105263
4953,Q8WVQ1,CANT1,0.324165239,0.022923634,0.514771589,0.236842105263
4954,Q8WVR3,C7orf43,0.669044417,0.637742389,0.877056257,0.236842105263
4955,Q8WVS4,WDR60,0.296293863,0.439352013,0.060174161,0.236842105263
4956,Q8WW38,ZFPM2,0.929952044,0.591769136,0.471477647,0.236842105263
4957,Q8WWH5,TRUB1,0.281960435,0.61798461,0.311016574,0.236842105263
4958,Q8WWI1,LMO7,0.168879971,0.454096672,0.194693072,0.236842105263
4959,Q8WWI5,SLC44A1,0.745166604,0.049085276,0.151049539,0.236842105263
4960,Q8WX93,PALLD,0.477134352,0.719694173,0.901420405,0.236842105263
4961,Q8WXA9,SREK1,0.653444541,0.740092862,0.070658295,0.236842105263
4962,Q8WXF8,DEDD2,0.966575933,0.404798795,0.958387717,0.236842105263
4963,Q8WXX5,DNAJC9,0.313027488,0.051412525,0.69988974,0.236842105263
4964,Q8WY36,BBX,0.076439458,0.948004653,0.012009664,0.236842105263
4965,Q8WYA0,IFT81,0.791415147,0.87738685,0.004880399,0.236842105263
4966,Q8WYN0,ATG4A,0.365383979,0.827649948,0.853291398,0.236842105263
4967,Q8WZ42,TTN,0.585099389,0.448636593,0.467287774,0.236842105263
4968,Q8WZ71,TMEM158,0.183336706,0.884474714,0.836718659,0.236842105263
4969,Q92187,ST8SIA4,0.076918942,0.853718337,0.220624807,0.236842105263
4970,Q92508,PIEZO1,0.153662767,0.647736744,0.805960501,0.236842105263
4971,Q92520,FAM3C,0.82687599,0.506783267,0.248579441,0.236842105263
4972,Q92526,CCT6B,0.300956743,0.076022909,0.998272612,0.236842105263
4973,Q92537,SUSD6,0.38388449,0.362406885,0.937897628,0.236842105263
4974,Q92538,GBF1,0.650748947,0.231091156,0.553956353,0.236842105263
4975,Q92540,SMG7,0.817370524,0.860180504,0.912697425,0.236842105263
4976,Q92542,NCSTN,0.766266219,0.634390056,0.635489936,0.236842105263
4977,Q92543,SNX19,0.374175558,0.731457115,0.780095732,0.236842105263
4978,Q92560,BAP1,0.189862478,0.156355283,0.567218177,0.236842105263
4979,Q92574,TSC1,0.646501755,0.949646938,0.191761667,0.236842105263
4980,Q92583,CCL17,0.003605305,0.400422954,0.906248332,0.236842105263
4981,Q92585,MAML1,0.282887905,0.611386675,0.514856418,0.236842105263
4982,Q92599,8-Sep,0.638600595,0.798489233,0.998976311,0.236842105263
4983,Q92604,LPGAT1,0.59207458,0.68636982,0.377328665,0.236842105263
4984,Q92620,DHX38,0.325289205,4.83e-05,0.206111978,0.236842105263
4985,Q92629,SGCD,0.988951251,0.502657654,0.729946703,0.236842105263
4986,Q92633,LPAR1,0.123235846,0.985619996,0.313435673,0.236842105263
4987,Q92643,PIGK,0.735876986,0.007003721,0.117580926,0.236842105263
4988,Q92665,MRPS31,0.15661702,0.040929324,0.888605593,0.236842105263
4989,Q92692,NECTIN2,0.434647411,0.103422911,0.693122898,0.236842105263
4990,Q92764,KRT35,0.832243218,0.603406558,0.939900142,0.236842105263
4991,Q92791,P3H4,0.359909561,0.046190286,0.417167317,0.236842105263
4992,Q92843,BCL2L2,0.076238048,0.421871945,0.81577085,0.236842105263
4993,Q92876,KLK6,0.556925546,0.355863103,0.804842687,0.236842105263
4994,Q92890,UFD1,0.273930224,0.697670457,0.360404277,0.236842105263
4995,Q92901,RPL3L,0.132054679,0.362977726,0.913814143,0.236842105263
4996,Q92974,ARHGEF2,0.699654849,0.324555048,0.288315833,0.236842105263
4997,Q92982,NINJ1,0.485904908,0.677475743,0.165001862,0.236842105263
4998,Q92990,GLMN,0.182716251,0.58325237,0.45586251,0.236842105263
4999,Q92994,BRF1,0.101214538,0.240454797,0.242817315,0.236842105263
5000,Q93050,ATP6V0A1,0.201584327,0.374866566,0.001922053,0.236842105263
5001,Q93052,LPP,0.134746011,0.204734613,0.615342876,0.236842105263
5002,Q93086,P2RX5,0.323789154,0.258642085,0.661227861,0.236842105263
5003,Q93088,BHMT,0.950545048,0.847314492,0.660336428,0.236842105263
5004,Q93100,PHKB,0.532130561,0.427040942,0.680475172,0.236842105263
5005,Q969E2,SCAMP4,0.24768571,0.656982963,0.850649673,0.236842105263
5006,Q969E8,TSR2,0.437276253,0.531271748,0.037314468,0.236842105263
5007,Q969G5,CAVIN3,0.669087783,0.937019041,0.680775196,0.236842105263
5008,Q969N2,PIGT,0.547695711,0.33342242,0.571137601,0.236842105263
5009,Q969Q5,RAB24,0.609054494,0.360911832,0.690214775,0.236842105263
